@relation 'mushroom-weka.filters.supervised.attribute.Discretize-Rfirst-last-precision6-weka.filters.unsupervised.attribute.Remove-R2-3,6,10-11,16-18'

@attribute cap-shape {b,c,f,k,s,x}
@attribute bruises? {f,t}
@attribute odor {a,c,f,l,m,n,p,s,y}
@attribute gill-spacing {c,d,w}
@attribute gill-size {b,n}
@attribute gill-color {b,e,g,h,k,n,o,p,r,u,w,y}
@attribute stalk-surface-above-ring {f,k,s,y}
@attribute stalk-surface-below-ring {f,k,s,y}
@attribute stalk-color-above-ring {b,c,e,g,n,o,p,w,y}
@attribute stalk-color-below-ring {b,c,e,g,n,o,p,w,y}
@attribute ring-type {c,e,f,l,n,p,s,z}
@attribute spore-print-color {b,h,k,n,o,r,u,w,y}
@attribute population {a,c,n,s,v,y}
@attribute habitat {d,g,l,m,p,u,w}
@attribute class {e,p}

@data
f,t,n,c,b,p,s,s,p,p,p,k,y,d,e
f,f,f,c,b,p,k,k,b,p,l,h,y,p,p
f,t,n,c,b,p,s,s,g,g,p,k,y,d,e
x,f,f,c,b,g,k,k,b,b,l,h,v,g,p
f,f,f,c,b,h,k,k,b,b,l,h,v,d,p
x,f,f,c,b,p,k,k,b,b,l,h,v,d,p
x,f,c,c,n,g,s,s,w,w,p,k,s,d,p
f,t,n,c,b,w,s,s,g,p,p,k,v,d,e
f,f,f,c,b,g,k,k,p,p,l,h,y,g,p
x,f,f,c,b,h,k,k,b,b,l,h,y,d,p
f,f,f,c,b,h,k,k,b,n,l,h,v,p,p
f,t,n,c,b,w,s,s,p,w,p,k,v,d,e
x,f,f,c,b,p,k,k,b,n,l,h,y,d,p
f,f,f,c,b,g,k,k,p,b,l,h,y,d,p
f,t,n,c,b,w,s,s,w,g,p,n,v,d,e
f,t,n,c,b,w,s,s,p,g,p,k,v,d,e
f,t,f,c,b,p,f,f,w,w,p,h,v,u,p
x,f,f,c,b,g,k,k,p,n,l,h,y,p,p
f,f,f,c,b,g,k,k,n,b,l,h,v,p,p
x,f,f,c,b,g,k,k,p,b,l,h,v,p,p
x,f,f,c,b,h,k,k,b,n,l,h,v,d,p
f,f,f,c,b,p,k,k,b,n,l,h,v,d,p
f,f,f,c,b,p,k,k,n,p,l,h,v,p,p
f,t,n,c,b,w,s,s,w,w,p,n,y,d,e
x,f,f,c,b,h,k,k,b,n,l,h,v,g,p
f,f,f,c,b,p,k,k,p,p,l,h,v,g,p
x,f,f,c,b,p,k,k,b,b,l,h,y,p,p
f,t,n,c,b,p,s,s,w,p,p,n,v,d,e
f,t,n,c,b,p,s,s,p,w,p,n,v,d,e
f,t,n,c,b,n,s,s,p,p,p,n,y,d,e
f,f,f,c,b,h,k,k,b,n,l,h,v,g,p
f,f,f,c,b,h,k,k,b,p,l,h,y,p,p
f,t,n,c,b,u,s,s,g,p,p,k,y,d,e
x,f,f,c,b,g,k,k,p,b,l,h,y,g,p
f,t,n,c,b,u,s,s,g,w,p,n,v,d,e
x,f,f,c,b,p,k,k,n,p,l,h,v,p,p
x,f,f,c,b,p,k,k,p,n,l,h,v,d,p
x,f,f,c,b,p,k,k,n,p,l,h,v,d,p
f,f,n,w,n,w,f,f,w,n,e,w,v,l,e
x,f,f,c,b,h,k,k,n,n,l,h,v,d,p
f,f,f,c,b,p,k,k,n,p,l,h,y,g,p
x,f,f,c,b,h,k,k,p,n,l,h,v,g,p
f,f,f,c,b,p,k,k,p,b,l,h,y,g,p
x,t,f,c,b,w,f,s,w,w,p,h,s,u,p
f,f,f,c,b,h,k,k,n,n,l,h,v,d,p
x,f,f,c,b,p,k,k,n,p,l,h,v,g,p
f,f,f,c,b,g,k,k,b,b,l,h,y,p,p
f,f,f,c,b,h,k,k,n,p,l,h,v,p,p
f,f,f,c,b,g,k,k,p,p,l,h,y,d,p
f,t,n,c,b,w,s,s,p,w,p,k,y,d,e
x,f,f,c,b,p,k,k,b,b,l,h,y,p,p
x,f,f,c,b,h,k,k,b,b,l,h,y,p,p
f,t,n,c,b,u,s,s,p,p,p,k,y,d,e
f,f,f,c,b,h,k,k,b,p,l,h,v,p,p
f,f,f,c,b,h,k,k,b,b,l,h,y,d,p
x,f,f,c,b,g,k,k,p,n,l,h,y,d,p
f,t,n,c,b,w,s,s,w,w,p,k,y,d,e
x,f,f,c,b,g,k,k,n,p,l,h,v,g,p
x,f,f,c,b,g,k,k,p,p,l,h,y,p,p
f,t,n,c,b,p,s,s,p,w,p,n,y,d,e
f,t,n,c,b,u,s,s,p,g,p,n,v,d,e
x,f,f,c,b,h,k,k,n,n,l,h,v,d,p
f,f,f,c,b,h,k,k,p,p,l,h,v,p,p
f,f,f,c,b,h,k,k,n,b,l,h,v,d,p
f,f,f,c,b,g,k,k,n,p,l,h,v,p,p
f,f,f,c,b,h,k,k,b,b,l,h,y,p,p
f,f,f,c,b,p,k,k,p,n,l,h,y,g,p
f,t,f,c,b,w,f,f,w,w,p,h,s,u,p
f,t,n,c,b,u,s,s,p,p,p,n,y,d,e
x,f,y,c,n,b,k,k,p,p,e,w,v,d,p
x,t,n,c,b,n,s,s,g,w,p,n,v,d,e
x,f,c,w,n,n,s,s,w,w,p,k,v,d,p
x,f,c,w,n,n,s,s,w,w,p,n,v,d,p
x,f,y,c,n,b,s,k,p,w,e,w,v,l,p
f,f,f,c,b,g,k,k,n,p,l,h,y,p,p
x,f,f,c,b,g,k,k,b,b,l,h,v,g,p
x,t,f,c,b,w,s,f,w,w,p,h,s,u,p
f,f,f,c,b,h,k,k,b,p,l,h,y,p,p
x,f,f,c,b,p,k,k,b,b,l,h,y,d,p
f,f,f,c,b,g,k,k,n,p,l,h,y,p,p
f,f,f,c,b,h,k,k,n,b,l,h,y,d,p
f,f,f,c,b,h,k,k,b,b,l,h,y,d,p
x,f,f,c,b,g,k,k,n,p,l,h,y,g,p
f,f,f,c,b,h,k,k,p,p,l,h,y,g,p
x,f,f,c,b,p,k,k,b,b,l,h,y,g,p
f,f,f,c,b,p,k,k,n,n,l,h,v,g,p
x,f,f,c,b,h,k,k,n,b,l,h,v,g,p
x,f,f,c,b,g,k,k,b,p,l,h,y,g,p
x,f,f,c,b,p,k,k,n,p,l,h,v,g,p
f,t,f,c,b,h,s,s,w,w,p,h,v,u,p
x,f,f,c,b,h,k,k,n,n,l,h,y,g,p
f,f,f,c,b,p,k,k,p,b,l,h,y,g,p
f,f,f,c,b,p,k,k,n,p,l,h,y,d,p
f,f,f,c,b,p,k,k,p,n,l,h,y,d,p
f,f,f,c,b,g,k,k,b,p,l,h,v,d,p
x,f,f,c,b,h,k,k,b,n,l,h,v,p,p
x,f,f,c,b,p,k,k,n,b,l,h,y,p,p
f,t,n,c,b,p,s,s,w,w,p,n,v,d,e
f,f,f,c,b,h,k,k,n,p,l,h,v,d,p
f,f,f,c,b,h,k,k,b,p,l,h,y,d,p
f,f,f,c,b,h,k,k,n,p,l,h,v,p,p
x,f,f,c,b,g,k,k,b,p,l,h,v,g,p
x,f,f,c,b,g,k,k,p,p,l,h,v,p,p
x,f,f,c,b,h,k,k,n,b,l,h,y,d,p
x,f,f,c,b,p,k,k,p,p,l,h,y,p,p
f,t,f,c,b,p,f,f,w,w,p,h,s,u,p
f,f,f,c,b,h,k,k,p,n,l,h,v,g,p
f,f,f,c,b,p,k,k,b,p,l,h,v,d,p
f,f,f,c,b,h,k,k,n,n,l,h,y,p,p
f,f,f,c,b,p,k,k,p,b,l,h,y,d,p
f,f,f,c,b,h,k,k,b,n,l,h,v,d,p
f,f,f,c,b,g,k,k,b,b,l,h,v,p,p
x,f,f,c,b,p,k,k,n,b,l,h,y,g,p
x,f,f,c,b,h,k,k,b,p,l,h,y,p,p
f,f,f,c,b,g,k,k,p,b,l,h,v,g,p
x,f,f,c,b,p,k,k,n,b,l,h,y,d,p
f,f,f,c,b,p,k,k,n,n,l,h,v,d,p
x,f,f,c,b,g,k,k,n,b,l,h,v,d,p
x,t,f,c,b,h,f,s,w,w,p,h,s,g,p
f,f,f,c,b,p,k,k,n,b,l,h,y,g,p
x,t,f,c,b,p,f,s,w,w,p,h,s,g,p
f,f,f,c,b,h,k,k,p,b,l,h,v,d,p
x,f,f,c,b,p,k,k,n,n,l,h,v,d,p
x,f,f,c,b,g,k,k,n,b,l,h,y,g,p
x,f,f,c,b,p,k,k,n,n,l,h,y,g,p
x,f,f,c,b,g,k,k,p,p,l,h,v,g,p
f,t,n,c,b,u,s,s,g,g,p,n,y,d,e
f,f,f,c,b,h,k,k,p,p,l,h,y,p,p
x,f,f,c,b,h,k,k,p,n,l,h,y,p,p
f,f,f,c,b,h,k,k,p,b,l,h,v,g,p
f,f,f,c,b,h,k,k,n,p,l,h,v,p,p
f,f,f,c,b,g,k,k,n,p,l,h,y,d,p
x,f,f,c,b,h,k,k,p,p,l,h,v,p,p
f,f,f,c,b,g,k,k,b,b,l,h,y,g,p
x,f,f,c,b,g,k,k,p,p,l,h,y,p,p
x,f,c,c,n,p,s,s,w,w,p,k,s,d,p
x,f,f,c,b,g,k,k,n,n,l,h,y,d,p
x,f,f,c,b,g,k,k,n,n,l,h,y,g,p
f,f,f,c,b,h,k,k,b,p,l,h,y,g,p
x,f,f,c,b,g,k,k,p,n,l,h,v,g,p
f,f,f,c,b,g,k,k,p,n,l,h,v,g,p
x,f,f,c,b,h,k,k,p,n,l,h,v,d,p
x,f,f,c,b,h,k,k,b,n,l,h,y,g,p
x,f,f,c,b,g,k,k,b,p,l,h,v,p,p
x,f,f,c,b,h,k,k,p,b,l,h,y,d,p
x,f,f,c,b,g,k,k,n,p,l,h,v,d,p
f,f,f,c,b,g,k,k,b,b,l,h,y,p,p
f,f,f,c,b,p,k,k,p,n,l,h,v,d,p
x,f,f,c,b,h,k,k,b,n,l,h,y,p,p
k,f,n,w,n,w,f,f,w,n,e,w,v,l,e
f,f,f,c,b,p,k,k,n,n,l,h,y,p,p
x,f,f,c,b,h,k,k,n,p,l,h,y,g,p
f,f,f,c,b,p,k,k,p,p,l,h,y,g,p
x,f,f,c,b,h,k,k,n,b,l,h,v,d,p
x,f,f,c,b,h,k,k,b,p,l,h,y,p,p
f,f,f,c,b,p,k,k,p,p,l,h,v,g,p
f,t,n,c,b,e,s,s,w,w,e,w,c,w,e
f,f,f,c,b,p,k,k,n,b,l,h,v,p,p
x,f,f,c,b,g,k,k,b,b,l,h,y,d,p
x,f,f,c,b,p,k,k,p,b,l,h,y,d,p
f,f,f,c,b,g,k,k,b,p,l,h,y,p,p
x,f,f,c,b,g,k,k,b,b,l,h,v,d,p
f,f,f,c,b,h,k,k,p,n,l,h,y,g,p
f,f,f,c,b,h,k,k,n,b,l,h,v,g,p
k,t,n,c,b,e,s,s,w,e,e,w,c,w,e
x,f,f,c,b,p,k,k,p,n,l,h,v,d,p
f,f,f,c,b,p,k,k,p,n,l,h,v,p,p
f,f,f,c,b,h,k,k,b,n,l,h,y,p,p
f,f,f,c,b,p,k,k,n,b,l,h,v,g,p
x,f,f,c,b,h,k,k,n,p,l,h,y,p,p
f,f,f,c,b,p,k,k,n,b,l,h,y,p,p
x,f,f,c,b,g,k,k,p,p,l,h,y,g,p
f,f,f,c,b,g,k,k,b,n,l,h,y,g,p
f,f,f,c,b,h,k,k,n,n,l,h,y,d,p
x,f,f,c,b,g,k,k,p,p,l,h,v,d,p
f,f,f,c,b,g,k,k,n,n,l,h,v,g,p
f,f,f,c,b,g,k,k,p,n,l,h,y,d,p
f,f,f,c,b,h,k,k,p,b,l,h,y,g,p
f,t,n,c,b,w,s,s,p,w,p,n,y,d,e
f,f,f,c,b,h,k,k,p,b,l,h,y,d,p
f,f,f,c,b,g,k,k,n,p,l,h,v,d,p
f,f,f,c,b,g,k,k,b,n,l,h,v,g,p
x,f,f,c,b,p,k,k,p,b,l,h,v,g,p
x,f,f,c,b,p,k,k,b,n,l,h,y,g,p
x,f,f,c,b,g,k,k,p,b,l,h,y,p,p
f,f,f,c,b,p,k,k,b,b,l,h,y,d,p
x,f,f,c,b,g,k,k,p,n,l,h,v,g,p
x,f,f,c,b,p,k,k,n,b,l,h,y,p,p
f,f,f,c,b,p,k,k,b,p,l,h,v,g,p
x,f,f,c,b,h,k,k,p,b,l,h,v,d,p
f,f,f,c,b,h,k,k,b,b,l,h,v,g,p
f,f,f,c,b,g,k,k,b,p,l,h,y,d,p
f,f,f,c,b,h,k,k,n,n,l,h,y,g,p
f,f,f,c,b,h,k,k,p,p,l,h,v,g,p
f,f,f,c,b,p,k,k,p,b,l,h,y,g,p
x,f,f,c,b,g,k,k,b,p,l,h,y,p,p
f,f,f,c,b,p,k,k,n,b,l,h,y,g,p
f,f,f,c,b,h,k,k,b,b,l,h,y,g,p
f,f,f,c,b,p,k,k,n,b,l,h,v,p,p
x,f,n,c,n,p,s,f,w,w,f,h,v,d,e
f,f,f,c,b,p,k,k,n,b,l,h,y,g,p
x,f,f,c,b,g,k,k,b,p,l,h,y,d,p
x,f,s,c,n,b,k,s,w,w,e,w,v,p,p
f,f,f,c,b,h,k,k,b,n,l,h,v,d,p
k,f,n,c,n,w,k,y,w,n,e,w,v,d,p
f,f,f,c,b,p,k,k,b,p,l,h,y,d,p
x,f,f,c,b,h,k,k,b,n,l,h,v,d,p
x,f,f,c,b,h,k,k,b,p,l,h,y,g,p
f,f,f,c,b,g,k,k,n,p,l,h,y,g,p
x,f,f,c,b,p,k,k,p,p,l,h,v,d,p
x,f,f,c,b,g,k,k,n,p,l,h,v,d,p
x,f,f,c,b,g,k,k,n,b,l,h,v,d,p
x,f,f,c,b,p,k,k,n,n,l,h,y,g,p
x,f,f,c,b,g,k,k,p,n,l,h,y,g,p
f,t,n,c,b,w,s,s,g,p,p,k,y,d,e
f,f,f,c,b,h,k,k,n,n,l,h,y,p,p
x,f,f,c,b,h,k,k,p,p,l,h,v,g,p
f,f,f,c,b,g,k,k,n,n,l,h,v,g,p
x,f,f,c,b,p,k,k,b,b,l,h,v,p,p
f,f,f,c,b,h,k,k,n,b,l,h,y,g,p
f,f,f,c,b,h,k,k,p,p,l,h,v,g,p
x,f,f,c,b,g,k,k,p,p,l,h,y,g,p
f,t,f,c,b,w,s,s,w,w,p,h,s,u,p
x,f,f,c,b,p,k,k,p,b,l,h,v,g,p
x,f,f,c,b,g,k,k,n,n,l,h,v,p,p
f,f,f,c,b,g,k,k,n,n,l,h,v,p,p
f,f,f,c,b,g,k,k,b,n,l,h,y,d,p
f,f,f,c,b,p,k,k,p,b,l,h,v,d,p
f,f,f,c,b,h,k,k,n,n,l,h,y,g,p
x,f,f,c,b,p,k,k,b,n,l,h,v,g,p
x,t,n,c,b,e,s,s,w,e,e,w,c,w,e
f,f,f,c,b,g,k,k,p,p,l,h,v,d,p
f,f,f,c,b,p,k,k,n,p,l,h,y,d,p
f,f,f,c,b,g,k,k,n,n,l,h,y,d,p
x,f,f,c,b,g,k,k,p,p,l,h,y,p,p
f,f,f,c,b,g,k,k,n,n,l,h,v,d,p
x,f,f,c,b,h,k,k,b,b,l,h,y,g,p
b,t,n,w,n,w,s,s,w,w,p,w,c,l,p
f,t,f,c,b,h,s,s,w,w,p,h,v,u,p
x,f,f,c,b,p,k,k,b,p,l,h,y,p,p
f,f,f,c,b,g,k,k,b,b,l,h,y,d,p
f,f,f,c,b,g,k,k,p,p,l,h,v,p,p
f,f,f,c,b,p,k,k,b,p,l,h,v,p,p
f,f,f,c,b,g,k,k,n,n,l,h,y,d,p
x,f,f,c,b,h,k,k,p,p,l,h,v,d,p
x,f,f,c,b,p,k,k,b,p,l,h,v,g,p
f,f,f,c,b,p,k,k,b,p,l,h,y,g,p
x,t,f,c,b,w,f,f,w,w,p,h,s,u,p
f,t,n,c,b,n,s,s,g,p,p,n,v,d,e
x,f,y,c,n,b,s,k,w,p,e,w,v,d,p
f,f,f,c,b,p,k,k,p,p,l,h,y,d,p
f,f,f,c,b,g,k,k,p,n,l,h,y,g,p
f,t,n,c,b,n,s,s,p,g,p,k,v,d,e
x,t,n,c,b,e,s,s,w,e,e,w,c,w,e
x,f,f,c,b,h,k,k,n,n,l,h,y,g,p
x,f,f,c,b,g,k,k,b,n,l,h,y,d,p
x,f,f,c,b,h,k,k,n,b,l,h,v,p,p
x,f,f,c,b,p,k,k,n,n,l,h,y,g,p
f,f,f,c,b,g,k,k,b,n,l,h,y,g,p
f,f,f,c,b,p,k,k,b,b,l,h,y,g,p
x,f,f,c,b,p,k,k,n,n,l,h,y,g,p
f,f,f,c,b,p,k,k,b,b,l,h,v,g,p
x,f,f,c,b,h,k,k,p,p,l,h,v,g,p
x,f,f,c,b,g,k,k,p,n,l,h,y,g,p
f,f,f,c,b,h,k,k,b,n,l,h,y,p,p
f,f,f,c,b,h,k,k,n,b,l,h,y,g,p
x,f,f,c,b,g,k,k,p,b,l,h,y,d,p
f,f,f,c,b,h,k,k,p,p,l,h,v,d,p
f,f,f,c,b,p,k,k,b,n,l,h,y,p,p
x,f,n,c,n,h,s,f,w,w,f,h,y,d,e
x,f,f,c,b,g,k,k,n,n,l,h,v,g,p
f,f,f,c,b,g,k,k,n,p,l,h,v,g,p
f,f,f,c,b,h,k,k,p,n,l,h,y,g,p
x,f,f,c,b,h,k,k,p,n,l,h,v,g,p
f,f,f,c,b,h,k,k,b,b,l,h,v,g,p
f,f,f,c,b,h,k,k,p,b,l,h,v,g,p
f,f,f,c,b,p,k,k,b,b,l,h,y,d,p
f,f,f,c,b,h,k,k,b,n,l,h,v,g,p
f,f,f,c,b,h,k,k,b,n,l,h,y,d,p
f,f,f,c,b,h,k,k,b,n,l,h,v,p,p
f,f,f,c,b,g,k,k,p,n,l,h,v,p,p
f,f,f,c,b,g,k,k,n,b,l,h,y,g,p
f,f,f,c,b,g,k,k,n,b,l,h,y,d,p
f,t,n,c,b,u,s,s,g,w,p,n,y,d,e
f,t,f,c,b,h,s,f,w,w,p,h,v,u,p
f,f,f,c,b,g,k,k,p,n,l,h,v,d,p
f,f,f,c,b,h,k,k,p,p,l,h,v,p,p
x,f,f,c,b,p,k,k,p,b,l,h,y,g,p
f,f,f,c,b,p,k,k,p,b,l,h,y,p,p
f,f,f,c,b,h,k,k,n,n,l,h,v,d,p
f,t,n,c,b,u,s,s,w,g,p,k,v,d,e
f,f,f,c,b,h,k,k,b,n,l,h,y,g,p
x,t,n,c,b,e,s,s,w,w,e,w,c,w,e
x,f,f,c,b,p,k,k,n,p,l,h,y,g,p
x,f,f,c,b,p,k,k,p,b,l,h,y,d,p
x,f,f,c,b,h,k,k,p,n,l,h,y,g,p
f,f,f,c,b,g,k,k,b,b,l,h,v,p,p
f,t,n,c,b,n,s,s,g,g,p,k,y,d,e
f,f,f,c,b,p,k,k,p,n,l,h,v,d,p
f,f,f,c,b,p,k,k,b,n,l,h,v,g,p
x,f,f,c,b,h,k,k,n,n,l,h,v,d,p
x,f,f,c,b,p,k,k,n,b,l,h,v,g,p
x,f,y,c,n,b,k,s,w,p,e,w,v,d,p
f,f,f,c,b,p,k,k,p,b,l,h,v,p,p
x,f,f,c,b,h,k,k,n,b,l,h,v,g,p
f,f,f,c,b,g,k,k,n,n,l,h,v,p,p
f,f,f,c,b,g,k,k,n,b,l,h,v,d,p
f,f,f,c,b,p,k,k,b,p,l,h,v,p,p
f,f,f,c,b,h,k,k,b,b,l,h,v,g,p
f,f,f,c,b,h,k,k,b,n,l,h,v,d,p
f,f,f,c,b,g,k,k,b,n,l,h,v,g,p
x,f,c,c,n,p,s,s,w,w,p,k,v,d,p
x,f,f,c,b,g,k,k,b,p,l,h,y,g,p
f,t,f,c,b,h,f,f,w,w,p,h,s,u,p
x,f,f,c,b,p,k,k,n,n,l,h,v,g,p
x,f,f,c,b,p,k,k,p,b,l,h,y,p,p
x,f,f,c,b,h,k,k,n,b,l,h,y,d,p
f,t,n,c,b,u,s,s,p,g,p,k,y,d,e
f,f,f,c,b,g,k,k,b,n,l,h,y,d,p
f,f,f,c,b,h,k,k,n,p,l,h,v,g,p
f,f,f,c,b,h,k,k,n,b,l,h,y,p,p
x,f,f,c,b,h,k,k,b,b,l,h,y,g,p
x,f,f,c,b,p,k,k,b,p,l,h,y,d,p
x,f,f,c,b,p,k,k,b,p,l,h,y,p,p
f,t,n,c,b,n,s,s,g,g,p,n,v,d,e
x,f,f,c,b,g,k,k,n,n,l,h,y,g,p
f,f,f,c,b,g,k,k,b,p,l,h,v,g,p
x,f,f,c,b,p,k,k,p,n,l,h,v,p,p
x,f,f,c,b,p,k,k,p,p,l,h,y,g,p
f,f,f,c,b,g,k,k,n,b,l,h,y,p,p
f,f,f,c,b,h,k,k,p,b,l,h,y,g,p
x,f,f,c,b,h,k,k,b,n,l,h,y,g,p
k,t,n,c,b,e,s,s,e,e,e,w,c,w,e
x,f,f,c,b,p,k,k,b,b,l,h,y,p,p
x,f,s,c,n,b,s,k,p,w,e,w,v,d,p
f,f,f,c,b,p,k,k,n,n,l,h,y,p,p
x,f,f,c,b,g,k,k,n,n,l,h,y,p,p
f,f,f,c,b,h,k,k,b,b,l,h,v,g,p
f,f,f,c,b,g,k,k,p,p,l,h,v,d,p
f,f,f,c,b,h,k,k,b,p,l,h,y,g,p
f,f,f,c,b,h,k,k,n,n,l,h,y,g,p
x,f,f,c,b,g,k,k,n,b,l,h,y,d,p
x,t,f,c,b,p,f,f,w,w,p,h,v,u,p
x,f,f,c,b,g,k,k,p,b,l,h,v,g,p
f,f,f,c,b,g,k,k,p,p,l,h,y,p,p
x,f,f,c,b,p,k,k,p,n,l,h,y,g,p
x,f,f,c,b,g,k,k,n,b,l,h,v,p,p
f,f,f,c,b,h,k,k,b,n,l,h,v,g,p
x,f,f,c,b,h,k,k,n,b,l,h,y,g,p
x,f,f,c,b,p,k,k,b,n,l,h,v,p,p
f,f,f,c,b,p,k,k,p,n,l,h,y,p,p
f,f,f,c,b,h,k,k,b,b,l,h,y,p,p
f,f,f,c,b,h,k,k,b,b,l,h,v,p,p
f,t,n,c,b,p,s,s,w,p,p,k,y,d,e
x,f,f,c,b,h,k,k,b,p,l,h,v,d,p
x,f,f,c,b,g,k,k,n,n,l,h,v,p,p
f,f,f,c,b,h,k,k,b,p,l,h,v,g,p
f,f,f,c,b,g,k,k,p,b,l,h,v,g,p
x,f,f,c,b,g,k,k,b,p,l,h,y,d,p
f,f,f,c,b,g,k,k,n,b,l,h,v,p,p
x,f,f,c,b,p,k,k,p,p,l,h,v,d,p
x,f,f,c,b,p,k,k,b,n,l,h,v,d,p
x,f,f,c,b,h,k,k,n,n,l,h,y,d,p
f,f,f,c,b,g,k,k,p,n,l,h,y,d,p
f,f,n,w,n,w,s,f,w,n,e,w,v,l,e
f,f,f,c,b,h,k,k,p,b,l,h,v,g,p
x,f,f,c,b,p,k,k,p,n,l,h,y,p,p
f,f,n,c,n,w,k,y,w,y,e,w,v,d,p
f,f,f,c,b,h,k,k,p,b,l,h,y,p,p
x,t,f,c,b,p,f,s,w,w,p,h,v,g,p
f,t,n,c,b,e,s,s,w,w,e,w,c,w,e
x,f,y,c,n,b,s,k,p,p,e,w,v,p,p
x,f,c,w,n,u,s,s,w,w,p,k,v,d,p
x,f,f,c,b,g,k,k,n,n,l,h,y,d,p
f,f,f,c,b,h,k,k,b,n,l,h,v,g,p
f,f,f,c,b,g,k,k,p,b,l,h,y,d,p
x,f,f,c,b,p,k,k,n,b,l,h,v,g,p
x,f,f,c,b,p,k,k,b,b,l,h,v,g,p
x,f,f,c,b,p,k,k,b,b,l,h,y,d,p
f,f,f,c,b,g,k,k,p,p,l,h,y,d,p
f,f,f,c,b,h,k,k,b,n,l,h,y,g,p
f,f,f,c,b,g,k,k,p,n,l,h,y,g,p
x,f,f,c,b,p,k,k,b,b,l,h,v,d,p
f,f,f,c,b,p,k,k,b,n,l,h,v,p,p
f,f,f,c,b,p,k,k,p,b,l,h,y,p,p
f,f,f,c,b,h,k,k,b,p,l,h,y,p,p
f,f,f,c,b,h,k,k,n,n,l,h,y,d,p
f,f,f,c,b,h,k,k,n,n,l,h,v,p,p
f,f,f,c,b,h,k,k,b,p,l,h,v,d,p
x,f,f,c,b,h,k,k,b,p,l,h,v,g,p
x,f,f,c,b,p,k,k,b,b,l,h,v,g,p
x,f,f,c,b,g,k,k,b,n,l,h,v,d,p
x,t,n,c,b,w,s,s,e,w,e,w,c,w,e
f,f,f,c,b,g,k,k,p,n,l,h,v,d,p
x,f,f,c,b,g,k,k,p,b,l,h,v,d,p
x,f,s,c,n,b,s,s,p,p,e,w,v,l,p
x,f,f,c,b,g,k,k,b,b,l,h,y,d,p
f,f,f,c,b,h,k,k,n,b,l,h,v,p,p
f,f,f,c,b,p,k,k,p,n,l,h,y,d,p
f,f,f,c,b,g,k,k,b,p,l,h,y,g,p
x,f,f,c,b,g,k,k,n,n,l,h,v,d,p
x,f,f,c,b,h,k,k,p,b,l,h,v,g,p
f,f,f,c,b,h,k,k,n,n,l,h,y,p,p
x,f,f,c,b,g,k,k,n,p,l,h,v,p,p
f,f,f,c,b,h,k,k,b,b,l,h,y,g,p
x,f,f,c,b,p,k,k,n,p,l,h,y,g,p
x,f,n,c,n,h,s,f,w,w,f,h,v,d,e
f,t,n,c,b,e,s,s,e,e,e,w,c,w,e
f,f,f,c,b,h,k,k,b,p,l,h,y,d,p
x,f,f,c,b,g,k,k,n,p,l,h,y,p,p
x,f,f,c,b,g,k,k,p,b,l,h,v,g,p
f,f,f,c,b,p,k,k,p,n,l,h,y,d,p
f,f,f,c,b,h,k,k,n,n,l,h,v,g,p
f,f,f,c,b,h,k,k,b,b,l,h,y,g,p
f,f,f,c,b,p,k,k,n,n,l,h,v,g,p
x,f,f,c,b,g,k,k,p,n,l,h,y,g,p
f,f,f,c,b,h,k,k,p,p,l,h,v,d,p
f,f,f,c,b,p,k,k,p,p,l,h,v,d,p
f,f,f,c,b,h,k,k,n,b,l,h,v,g,p
f,f,f,c,b,h,k,k,n,p,l,h,y,g,p
f,f,f,c,b,h,k,k,n,p,l,h,v,g,p
f,t,f,c,b,w,s,f,w,w,p,h,v,g,p
f,t,n,c,b,g,s,s,w,w,p,r,v,m,p
x,f,f,c,b,p,k,k,p,n,l,h,y,p,p
f,f,f,c,b,p,k,k,b,b,l,h,v,p,p
f,f,f,c,b,g,k,k,p,p,l,h,v,g,p
x,f,f,c,b,h,k,k,n,p,l,h,v,d,p
x,f,f,c,b,g,k,k,p,n,l,h,v,p,p
x,f,f,c,b,g,k,k,p,b,l,h,y,d,p
f,t,n,c,b,u,s,s,g,g,p,n,v,d,e
x,f,n,c,n,u,s,f,w,w,f,h,v,d,e
x,f,f,c,b,h,k,k,p,p,l,h,y,d,p
f,f,f,c,b,p,k,k,n,b,l,h,v,g,p
x,f,f,c,b,p,k,k,n,b,l,h,v,d,p
f,f,f,c,b,p,k,k,n,p,l,h,v,d,p
x,f,f,c,b,h,k,k,n,p,l,h,y,p,p
x,f,f,c,b,p,k,k,b,p,l,h,v,d,p
x,f,f,c,b,g,k,k,b,n,l,h,y,p,p
f,f,f,c,b,h,k,k,n,n,l,h,v,g,p
x,f,f,c,b,g,k,k,p,n,l,h,y,p,p
f,f,f,c,b,p,k,k,n,n,l,h,y,g,p
f,f,f,c,b,g,k,k,p,n,l,h,v,p,p
x,f,f,c,b,g,k,k,p,p,l,h,y,p,p
f,t,n,c,b,w,s,s,w,g,p,n,v,d,e
x,f,f,c,b,h,k,k,p,p,l,h,y,d,p
f,f,f,c,b,g,k,k,n,b,l,h,v,d,p
x,f,f,c,b,g,k,k,b,n,l,h,y,p,p
f,f,f,c,b,g,k,k,b,p,l,h,v,p,p
f,f,f,c,b,p,k,k,b,n,l,h,y,p,p
f,f,f,c,b,p,k,k,n,b,l,h,y,d,p
f,f,f,c,b,p,k,k,n,p,l,h,v,g,p
f,f,f,c,b,h,k,k,p,n,l,h,y,d,p
